,title,text
3996,broken blade: book six - enclave of lamentations,broken blade: book six - enclave of lamentations science fiction  animation  action baldr  men  carries  delphine  back  kingdom  discovering  rygart  borcuse  orders  attack  capital  without  waiting  others  rejoin  sigyn  makes  weapon  using  athenian  golem  parts  narvi  finds  surviving  return  protect  cleo  decides  go  hugs  good  bye  army  manage  break  krisnan  first  defense  line  battle  moves  streets  find  repairs  automatic  cooling  system  still  operating  cools  leaps  defend  fought  delivers  make  shift  initially  unable  fight  fast  golen  leg  cracks  damages  comes  cockpit  use  handgun  shoot  replaying  girghe  last  moment  kills  lost  zess  upon  hearing  escape
3997,the blade master,the blade master action  adventure  fantasy muscle  bound  ator  mute  asian  sidekick  travel  ends  earth  save  aged  mentor  evil  mustachioed  zor
3998,the marva collins story,the marva collins story drama cicely  tyson  emmy  nominated  outstanding  actress  portrait  chicago  schoolteacher  whose  remarkable  achievements  black  children  labelled  unteachable  spotlighted  1979  60  minutes  segment  became  disillusioned  traditional  school  system  decided  work  outside  transforming  students  young  scholars  unique  teaching  style
3999,the rolling stones: stones in exile,the rolling stones: stones in exile documentary  music 1971  get  breathing  room  tax  management  problems  stones  go  france  jimmy  miller  parks  recording  truck  next  keith  richards  anita  pallenberg  blue  coast  villa  june  band  basement  days  time  upstairs  heroin  bourbon  visitors  everywhere  musicians  crew  photographer  dominique  tarle  plus  old  clips  photos  contemporary  footage  provide  commentary  album  haphazard  construction  september  empty  jagger  complete  production  la  exile  main  street  released  mediocre  reviews  soon  give  way  lionization
4000,oddsac,"oddsac documentary  music opening  torch  wielding  villagers  wall  bleeding  oil  experimental  film  attaches  vivid  scenery  strange  characters  wonderful  melodic  wavelengths  band  animal  collective  revitalizing  lost  form  visual  album  ."""
4001,bad boy street,bad boy street drama  romance two  men  embark  unconventional  romance  todd  verow  sexy  parisian  set  drama  claude  finds  young  man  passed  street  taking  pity  decides  take  apartment  safely  sleep  awakening  next  morning  stranger  soon  makes  play  forty  something  host  kick  starting  passionate  chance  meeting  develop  lust  pair  differences  drive  apart  accomplished  serious  modern  gay
4002,day of the reaper,day of the reaper horror five  women  vacation  stalked  hooded  cannibal  killer  town  sunnyville  florida  silly  antics  h  g  lewis  style  gore  follow  survivors  camp  super  8  epic
4003,fetish,fetish  yuppie  korean  american  lawyer  peter  brings  beauteous  bride  sookhy  home  suburban  new  jersey  seems  withdrawn  english  challenged  easily  bullied  mother  law  fate  abruptly  takes  picture  leaving  curiously  unperturbed  descended  line  female  shamans  free  force  company  glamorous  caucasian  couple  next  door
4004,the lucky ones,the lucky ones comedy  drama  history story  revolves  around  three  soldiers  —  colee  k  cheaver  return  iraq  war  suffering  injuries  learn  life  moved  without  end  unexpected  road  trip  across  u
4005,two weeks in september,two weeks in september drama  romance story  woman  torn  love  two  different  men
4006,brutal,brutal crime  horror  mystery small  town  serial  killer  mutilates  bodies  victims  leaves  flower  corpses  sheriff  wife  deputy  investigate  murders  trying  keep  alarming  citizens  team  autistic  hound  dog  trainer  try  track
4007,e.t. the extra-terrestrial,e.t. the extra-terrestrial science fiction  adventure  family  fantasy gentle  alien  becomes  stranded  earth  discovered  befriended  young  boy  named  elliott  bringing  extraterrestrial  suburban  california  house  introduces  e  .   dubbed  brother  little  sister  gertie  children  decide  keep  existence  secret  soon  however  falls  ill  resulting  government  intervention  dire  situation
4008,sleeping with the fishes,sleeping with the fishes comedy woman  journey  self  discovery  dynamics  zany  family  alexis  fish  gina  rodriguez  left  broke  broken  hearted  death  cheating  husband  working  phone  sex  operator  walking  meatball  hero  returns  hometown  brooklyn  distant  aunt  funeral  fears  admit  overbearing  mother  priscilla  lopez  life  mess  help  quirky  sister  kayla  ana  ortiz  new  love  interest  steven  strait  )   realizes  must  let  go  past  define  future
4009,bound & babysitting,bound & babysitting family  tv movie forced  baby  sit  college  nemesis  young  woman  starts  see  man  new  light
4010,superman/batman: public enemies,superman/batman: public enemies animation  action  adventure united  states  president  lex  luthor  uses  oncoming  trajectory  kryptonite  meteor  frame  superman  declare  1  billion  bounty  heads  man  steel  ‘  partner  crime  ’   batman  heroes  villains  alike  launch  relentless  pursuit  must  unite  —  recruit  help  try  stave  action  packed  onslaught  stop  luthors  plot
4011,we stand alone together,we stand alone together war  documentary compiled  two  years  camera  oral  history  easy  company  told  veterans  accompanies  mini  series  band  brothers
4012,the irrefutable truth about demons,the irrefutable truth about demons horror place  know  fear  demons  rule  hope  stripped  away  demonic  forces  overcome  dr  harry  ballard  unearthed  essence  evil  ’  marked  man  living  sacrifice  thrown  depths  demon  world  side  beautiful  young  woman  –  ex  cult  member  experienced  immeasurable  power
4013,lauderdale,lauderdale  porky  style  teen  comedy  plenty  gross  jokes  nudity  nerd  control  friend  chase  dream  girl  beach  florida  expected  carrying  occurs
4014,trigger man,trigger man action  drama  thriller  horror inspired  true  events  ...  story  three  hunters  mysteriously  became  hunted
4015,bad girls,bad girls action  adventure  comedy  drama  western four  former  harlots  try  leave  wild  west  colorado  exact  head  north  make  better  life  unfortunately  someone  cody  past  let  happen  easily
4016,wild things: diamonds in the rough,wild things: diamonds in the rough crime  drama  mystery set  oceanfront  florida  city  blue  bay  wild  things  3  tells  tale  snobby  rich  girl  marie  clifton  although  lives  life  luxury  distraught  stepfather  giving  pair  diamonds  valued  4  million  entitled  late  mother  one  classmates  local  bad  elena  sandoval  accuses  rape  soon  deja  vi  detective  michael  morrison  probation  officer  kristen  richards  investigate  first  everything  seems  everybody  secrets  hide
4017,snow on the pines,snow on the pines drama piano  teacher  roya  mahnaz  afshar  realizes  marriage  ali  deadlock  discovers  husband  secrets  meantime  meets  young  musician  saber  abar  make  painful  choice
4018,the last mistress,the last mistress drama  romance secrets  rumors  betrayals  surround  upcoming  marriage  young  dissolute  man  virtuous  woman  french  aristocracy
4019,every little step,every little step documentary  music every  little  step  follows  plight  real  life  dancers  struggle  auditions  broadway  revival  chorus  line  also  investigates  history  show  creative  minds  behind  original  current  incarnations
4020,the haunting of whaley house,the haunting of whaley house horror tour  guide  breaks  america  haunted  house  bit  amateur  ghost  hunting  friends  turns  horror  could  ever  imagined
4021,the fireman,the fireman comedy charlie  fireman  always  everything  wrong  man  talks  fire  chief  ignoring  burning  home  wants  insurance  money  unaware  daughter  love  upstairs  house  next  door  catches  owner  rouses  force
4022,philadelphia experiment ii,philadelphia experiment ii science fiction several  years  events  first  movie  david  herdeg  survivor  philadelphia  experiment  film  allison  woman  1984  fell  love  married  child  awakes  agony  changed  world  germany  war  ii  united  states  mark  50  nazi  conquest
4023,the mine,the mine adventure  horror  mystery  thriller five  school  friends  seek  adventure  halloween  night  abandoned  haunted  mine  find  horror  ghostly  rumors  may  true  fight  survival
4024,singham,singham drama  action  crime bollywood  classic  directed  rodit  shetty  singham  tells  story  sub  inspector  durai  singan  uncovers  scam  run  extortionist  vaaganam  kidnaps  children  wealthy  families  holds  ransom  singam  tracks  starts  target  people  dearest  including  fiancé  close  friend  inspecter  ravi  stop  puts  lives  danger
4025,air crew,air crew drama  thriller story  lives  three  soviet  pilots  united  disaster  small  town  mountains
4026,asteria,asteria animation  comedy  science fiction two  astronauts  attempt  plant  flag  newly  discovered  planet  first  need  get  rid  pesky  aliens  whose  business  unknown
