,title,text
1141,pour 100 briques t'as plus rien !,pour 100 briques t'as plus rien ! comedy influencés  par  une  série  de  casses  sam  et  paul  voient  dans  cette  méthode  un  moyen  facile  gagner  l  argent  qui  leur  fait  cruellement  défaut  mais  plan  ne  se  déroule  pas  exactement  comme  ils  avaient  prévu  ...
1142,fat albert,fat albert comedy  drama  family obese  boy  named  fat  albert  friends  rudy  mushmouth  bill  dumb  donald  russell  weird  harold  pulls  trouble  fall  tv  world  real  tries  help  young  girl  doris  make
1143,dancing in the rain,"dancing in the rain drama peter  dark  brooding  type  leading  vacuous  shapeless  life  longs  ideal  woman  time  half  heartedly  continuing  habitual  girlfriend  marusa  considerably  older  fact  quick  point  aging  actress  struggling  parts  local  theatre  oozes  insecurity  breathes  uncertainty  together  spend  restaurant  smoking  drinking  trading  verbal  blows  bet  end  drunk   ""  tells  grins  old  looks  compounded  thankless  director  soon  shows  door  finds  identity  squeezed  harder  wall  escape  dream  ..."
1144,homicide,homicide drama  crime bobby  gold  career  cop  reassigned  hunt  killer  investigation  murder  old  jewish  woman  baltimore  process  finds  exploring  sense  identity
1145,the gingerdead man,the gingerdead man fantasy  horror  comedy evil  yet  adorable  gingerbread  man  comes  life  soul  convicted  killer  real  cookie  monster  wreaks  havoc  girl  sent  electric  chair
1146,fatherland,fatherland drama  thriller  action fictional  account  might  happened  hitler  war  1960s  germany  crimes  far  kept  secret  wants  talk  peace  us  president  american  journalist  german  homicide  cop  stumble  plot  destroy  evidence  genocide
1147,the warped ones,the warped ones drama  action juvenile  delinquent  gets  pen  immediately  embarks  rampage  untethered  anger  directed  girlfriend  journalist  helped  send
1148,sst: death flight,sst: death flight thriller  tv movie  drama  action maiden  flight  crew  america  first  supersonic  transport  learns  may  able  land  due  act  sabotage  deadly  flu  onboard
1149,bran nue dae,bran nue dae comedy  drama  foreign  romance summer  1965  young  man  filled  life  idyllic  old  pearling  port  broome  fishing  hanging  mates  girl  however  mother  returns  religious  mission  schooling  punished  act  youthful  rebellion  runs  away  journey  ultimately  leads  back  home
1150,ju-on: the curse,ju-on: the curse horror teacher  visits  house  one  students  boy  goes  missing  horrifying  excuse  absence  school
1151,top star,top star foreign  drama actor  park  joong  hoon  makes  directorial  debut  tale  talent  manager  taeshik  discovered  sees  success  quickly  surpass  prior  client  compelled  hold  stardom  vile  means  necessary  recalls  alain  delon  ’  tom  ripley  purple  noon  wanted  everything  millionaire  girlfriend  also  wants  former  employer  wonjoon  taken
1152,brother rat,brother rat comedy story  three  buddies  virginia  military  institute  cadet  bing  edwards  secretly  married  soon  father
1153,white elephant,white elephant drama gerónimo  45  year  old  man  devastated  tragic  event  friend  julian  tries  afloat  encouraging  participate  project  marginal  town  near  buenos  aires  catholic  priests  decided  dedicate  life  poorest  geronimo  third  world  argentina  working  villa  virgen  begins  wonder  church  right  institution  protect  weak  meanwhile  decides  best  way  change  lives  needy  people  politics  counterpoint  luciana  atheist  lawyer  different  perspective  social  reforms
1154,the place beyond the pines,the place beyond the pines drama  crime motorcycle  stunt  rider  considers  committing  crime  order  provide  wife  child  act  puts  collision  course  cop  turned  politician
1155,everything you always wanted to know about sex *but were afraid to ask,everything you always wanted to know about sex *but were afraid to ask comedy collection  seven  vignettes  address  question  concerning  human  sexuality
1156,christian finnegan: the fun part,christian finnegan: the fun part comedy funny  guy  christian  finnegan  gabs  disarmingly  honest  manner  everything  america  role  world  sexual  humiliations
1157,an amish murder,"an amish murder tv movie  drama  mystery  thriller amish  murder  ""   peaceful  farming  community  painter  ’  mill  ohio  shattered  series  brutal  murders  leaves  town  sense  frailty  loss  innocence  among  affected  tragedy  kate  burkholder  campbell  )   young  girl  survived  terror  result  left  life  behind  fifteen  years  later  returns  chief  police  certain  come  terms  past  renewed  hometown  investigation  triggers  deep  seated  emotions  childhood  exposes  dark  secret  could  destroy"
1158,fever lake,fever lake horror group  teenagers  drives  fever  lake  spend  weekend  cursed  house  near  despite  warnings  locals
1159,draft day,draft day drama nfl  draft  general  manager  sonny  weaver  opportunity  rebuild  team  trades  number  one  pick  must  decide  willing  sacrifice  life  changing  day  hundred  young  men  dreams
1160,grandmaster,grandmaster mystery  thriller chandrashekhar  lives  alone  dark  violent  city  even  crime  occurring  around  withdraws  responsibility  quietly  soon  change  forced  upon  order  catch  serial  killer  like  grandmaster  anticipates  opponents  moves  well  advance  proceeds  forward  makes  fatal  mistake
1161,visions of frank,visions of frank animation animations  inspired  art  jim  woodring
1162,runt page,runt page  kids  parody  academy  nominated  movie  front  page  1931  ).
1163,sergeant york,sergeant york action  drama  history  war alvin  york  hillbilly  sharpshooter  transforms  ruffian  religious  pacifist  called  serve  country  despite  deep  moral  objections  fighting  becomes  one  celebrated  american  heroes  wwi
1164,p.s. i love you,p.s. i love you drama  romance young  widow  discovers  late  husband  left  10  messages  intended  help  ease  pain  start  new  life
1165,the two lives of mattia pascal,the two lives of mattia pascal  two  lives  mattia  pascal  based  le  deux  vite  di  one  luigi  pirandello  many  stories  concerning  transitory  nature  intangibles  truth  identity  marcello  mastrioanni  downtrodden  average  man  treated  like  trash  fiancee  scorned  associates  cheated  inheritance  contemptuous  relatives  dispirited  heads  monte  carlo  accrues  fortune  also  assumes  less  fortunate  gambler  committed  suicide  new  dignity  respect  overwhelms  --  nearly  kills
1166,mamay,"mamay drama mamay  draws  traditional  ukranian  tatar  folktales  romeo  juliet  like  love  story  parable  chivalry  struggle  freedom  hundreds  years  ago  wild  steppes  crimea  form  uneasy  border  east  west  europe  asia  nomad  farmer  proud  cossack  falls  beauty  omai  title  storyline  holds  variety  different  meanings  taken  cultures  turkic  languages  means  one   ""  also  name  famous  mongol  conqueror  great  grandson  ghengis  khan  persian  legends  literally  spirit"
1167,a dirty shame,a dirty shame comedy sylvia  stickles  runs  convenience  store  husband  mother  law  one  day  hit  head  transforms  uptight  prude  sex  crazed  lunatic  goes  rampage  town  attracts  attention  ray  sexual  healer  tow  truck  driver  search  world  greatest  orgasm  revolution  however  causes  class  war  tiny  baltimore  community
1168,true women,true women drama true  women  sweeping  saga  love  war  adventure  spanning  five  decades  texas  revolution  civil  reconstruction  beyond  story  friendship  survival  triumphs
1169,eaters,eaters horror  thriller friend  goes  missing  five  road  tripping  friends  must  confront  violent  biker  gang  narrowly  escape  nightmare  bad  spine  chilling
1170,the man between,the man between thriller man  1953  british  thriller  film  directed  carol  reed  starring  james  mason  claire  bloom  hildegard  knef  geoffrey  toone  woman  visit  post  war  berlin  caught  espionage  ring  smuggling  secrets  eastern  bloc
1171,millie,millie drama  romance millie  blake  love  affair  goes  wrong  plays  field  recklessly  point  finds  one  reckless  players  past  cast  spell  daughter  takes  matters  hands  courtroom  trying  find  better  defense  plea  mother  honor  protection
1172,a cry in the night,a cry in the night drama police  captain  emotions  get  way  daughter  kidnapped
1173,wonderland,wonderland documentary welcome  levittown  new  york  america  first  cookie  cutter  community  wife  swapping  bomb  shelters  flag  burning  wonderland  takes  hilarious  unforgettable  look  life  town  thousands  identical  looking  houses  assigned  residents  alphabetical  order
1174,brancaleone alle crociate,brancaleone alle crociate comedy brancaleone  è  di  nuovo  viaggio  con  la  sua  banda  straccioni  questa  volta  diretto  terra  santa  alla  conquista  del  santo  sepolcro  improvvisamente  e  suoi  fedeli  al  papa  gregorio  vengono  attaccati  dai  soldati  seguaci  dell  antipapa  clemente  si  salvano  solo  quattro  persone  lui  il  quale  disonorato  per  non  essere  morto  battaglia  invoca  morte  che  gli  palesa  impersonata  da  gigi  proietti  )...
1175,not quite hollywood,"not quite hollywood comedy  documentary australian  cinema  broke  international  audiences  1970s  respected  art  house  films  like  peter  weir  picnic  hanging  rock   ""  new  underground  low  budget  exploitation  filmmakers  turning  considerably  less  highbrow  fare  documentary  filmmaker  mark  hartley  explores  unbridled  era  sex  violence  complete  clips  scene  outrageous  flicks  interviews  renegade"
1176,the house across the lake,the house across the lake drama  thriller sensuous  desirable  carol  forrest  always  attracted  attention  men  expert  art  manipulation  control  married  older  man  loving  vast  wealth  continued  amuse  indiscreet  affairs  neighbour  mark  kendrick  lets  slip  husband  intends  cutting  concentrates  attentions  unsuspecting  obtaining  help  dispose  irritating  obstacle
1177,queen: days of our lives,queen: days of our lives documentary  music 1971  four  college  students  got  together  form  rock  band  since  certain  called  queen  released  26  albums  sold  300  million  records  worldwide  popularity  freddie  mercury  brian  may  roger  taylor  john  deacon  stronger  ever  40  years  bed  roses  pleasure  cruise  share  kicks  face  came  set  backdrop  brilliant  music  stunning  live  performances  every  corner  globe  film  first  time  tells  story  featuring  brand  new  interviews  unseen  archive  footage  including  recently  unearthed  tv  performance  )   compelling  told  intelligence  wit  plenty  humor  painful  honesty
1178,roadside prophets,roadside prophets action  adventure  comedy  drama sid  nancy  screenplay  author  abbe  wool  makes  directorial  debut  tale  factory  worker  name  joe  x  front  man  john  doe  hits  road  harley  scatter  ashes  co  joined  wannabe  biker  sam  adam  horovitz  beastie  boys  )   journeys  los  angeles  nevada  meeting  sorts  characters  played  likes  david  carradine  cusack  timothy  leary  arlo  guthrie  along  way
1179,berberian sound studio,berberian sound studio horror  drama  thriller 1970s  british  sound  technician  brought  italy  work  effects  gruesome  horror  film  nightmarish  task  slowly  takes  psyche  driving  confront  past
1180,the color of pomegranates,the color of pomegranates drama  foreign life  revered  18th  century  armenian  poet  musician  sayat  nova  vilen  galstyan  ).  portraying  events  artist  childhood  death  movie  addresses  particular  relationships  women  including  muse  sofiko  chiaureli  production  tells  dramatic  story  using  poems  largely  still  camerawork  creating  impressionistic  work
1181,carrie,carrie horror  thriller carrie  may  ostracized  shy  teen  ability  move  objects  mind  high  school  crowd  torments  sick  joke  prom  lashes  devastating  --  deadly  power
1182,don't knock the rock,don't knock the rock music rock  roller  arnie  haynes  returns  hometown  hero  teenagers  however  mayor  concerned  adults  banned  performing  consider  music  negative  influence  youth  help  disc  jockey  publicist  alan  freed  fellow  artists  including  bill  haley  comets  little  richard  )   hope  convince  everyone  roll  dangerous  think
1183,stop! or my mom will shoot,stop! or my mom will shoot action  comedy tough  cop  sylvester  stallone  seemingly  frail  mother  estelle  getty  comes  stay  progressively  interferes  life  buys  illegal  mac  10  machine  pistol  starts  poking  around  police  cases  eventually  film  draws  denouement  involving  title  revelation  even  though  seems  weak  capable  strong  actions  circumstances  e  son  threatened  thugs  shoots  shoulder
1184,anatomy,anatomy horror  thriller medical  student  paula  henning  wins  place  exclusive  heidelberg  school  body  young  man  met  train  turns  dissection  table  begins  investigate  mysterious  circumstances  surrounding  death  uncovers  gruesome  conspiracy  perpetrated  antihippocratic  secret  society  operating  within
1185,crowsnest,crowsnest  late  summer  2011  five  young  friends  road  trip  went  missing  attacked  nomadic  cannibals  huge  rv  video  recorded  victims  amp  recovered  police  evidence  still  unsolved  murders
1186,too many husbands,too many husbands comedy romantic  comedy  adapted  somerset  maugham  play
1187,the twelve tasks of asterix,"the twelve tasks of asterix family  animation  comedy  adventure asterix  obelix  depart  adventure  complete  twelve  impossible  tasks  prove  caesar  strong  gods  roar  laughter  outwit  outrun  generally  outrage  people  trying  human  ""."
1188,read my lips,read my lips drama  thriller  crime  romance almost  deaf  lip  reads  ex  convict  wants  help  thinks  one  except
1189,reformat the planet,reformat the planet documentary blip  festival  reformat  planet  feature  length  documentary  delves  movement  known  chiptunes  vibrant  underground  scene  based  around  creating  new  original  music  using  old  video  game  hardware  familiar  devices  nintendo  boy  entertainment  system  pushed  directions  startling  results  york  microcosm  larger  global  maps  genesis  first  annual  four  day  celebration  30  international  artists  exploring  untapped  potential  low  bit  consoles  floor  stomping  rhythms  fist  waving  melodies  trailblazers  chiptune  idiom  descend  upon  manhattan  pen  chapter  history  electronic
1190,the beales of grey gardens,the beales of grey gardens documentary  drama mother  daughter  big  edie  little  beale  live  six  cats  crumbling  house  east  hampton  50s  wears  scarves  bright  colors  sings  mugs  camera  talks  al  david  maysles  filmmakers  70s  recites  poetry  comments  behavior  loved  fine  voice  short  sentences  volumes  film  episodic  friends  visit  small  fire  goes  shore  swims  catholic  church  ashamed  local  authorities  raided  values  different
1191,safe at home!,safe at home! drama  comedy florida  boy  bryan  russell  tells  little  league  buddies  father  knows  two  new  york  yankees  mickey  mantle  roger  maris  ).
1192,little richard,little richard music  drama  tv movie biopic  rock  icon  made  television
1193,final cut: ladies and gentlemen,final cut: ladies and gentlemen documentary  drama  romance film  anything  happen  hero  heroine  changes  faces  age  look  names  thing  love  man  woman  ...  archetypical  story  cut  500  classics  around  world
1194,swimming,swimming drama two  girl  friends  myrtle  beach  south  carolina  find  relationship  changing  encounter  new  arrivals  town
1195,black river,black river crime  drama story  follows  university  student  moves  apartment  building  becomes  involved  waitress  landlord  attempts  evict  tenants  sell  illicit  means
1196,gregory's two girls,gregory's two girls comedy twenty  years  teenage  crush  football  mad  schoolgirl  gregory  back  old  school  teaching  english  two  pupils  uncover  evil  practices  local  factory  want  teacher  help  expose  wrong  doer  happens  greg  schoolfriend
1197,mothra vs. godzilla,mothra vs. godzilla fantasy  science fiction  action  adventure 4th  film  godzilla  franchise  restores  serious  tone  original  greedy  developer  placed  huge  machines  suck  dry  part  ocean  near  tokyo  build  luxury  condos  storm  giant  egg  washes  nearby  beach  plans  go  awry  disrupts  rest  monster  goes  stomping  mothra  defend  japan  one  popular  films  series
1198,go fast,go fast drama  action  crime marek  crime  squad  officer  sets  avenge  death  partner  best  friend  killed  drug  traffickers  asks  posting  new  undercover  unit  created  infiltrate  gang  imports  hashish  morocco  using  go  fast  method  fleet  high  powered  speedboats  cars  races  across  mediterranean  spain  france  loaded  drugs
1199,sx_tape,sx_tape horror director  candyman  producers  paranormal  activity  comes  found  footage  nightmare  lust  possession  destruction  jill  artist  ian  filmmaker  love  life  chain  experience  wild  dare  dangerous  —  even  lets  strap  gurney  abandoned  hospital  scoping  next  art  show  left  alone  joke  hookup  horror  awakened  something  place  flesh
1200,kill me now,kill me now comedy  horror nerds  dennis  noah  crash  party  thrown  local  jocks  hot  girls  remote  cabin  must  combat  brainy  serial  murderer  known  driller  killer  uses  power  tools  rid  world  idiots  one  clueless  teen  time
1201,someone to watch over me,someone to watch over me crime  drama  romance  thriller queens  mike  keegan  celebrating  wife  ellie  son  tommy  friends  recent  promotion  detective  precinct  manhattan  meanwhile  fancy  club  socialite  claire  gregory  witnesses  murder  owner  place  powerful  mobster  joey  venza  assigned  protect  night  shift  apartment  threatens  contact  gets  closer  conflicts  dividing  love  family  heat  passion  fascination  world
1202,the trio,"the trio  zobel  karl  long  time  gay  couple  live  together  trailer  home  lizzie  spunky  daughter  heterosexual  misadventure  three  form  team  thieves  eke  existence  pickpockets  botched  job  becomes  unable  work  forcing  seek  new  partner  recruits  rudolf  boyishly  charming  town  misfit  reluctantly  allows  join  warns  never  break  golden  rule  exchanging  bodily  fluids  within  .""  dictum  increasingly  difficult  cravings  passions  toward  intensify  eventually  broken  ...  unbeknownst  course  ).  intricate  love  triangle  soon  develops  amongst  shaped  deception  desire  betrayal"
1203,problem child,problem child comedy ben  healy  john  ritter  social  climbing  wife  flo  adopt  junior  fun  loving  seven  year  old  soon  discover  little  monster  turns  camping  trip  birthday  party  even  baseball  game  comic  nightmares  really  angel  trying  get  find  hilarious  satire  modern  day  family  life
1204,no turning back,no turning back  mexican  english  teacher  pablo  fernandez  seeks  better  life  spoiled  daughter  christina  losing  wife  hurricane  becomes  tomato  picker  illegal  immigrant  california  driving  employer  charlie  truck  accidentally  runs  dinah  knightly  later  dies  dumb  arrogant  detective  bryant  brighter  superstitious  rookie  steven  lightning  investigate  set  chase
1205,another year,another year comedy  drama mike  leigh  ’  much  praised  2010  tragicomical  drama  year  content  couple  approaching  retirement  visited  friends  family  less  happy  lives
1206,jolly fellows,jolly fellows music  comedy merry  fellows  first  soviet  musical  comedy  set  odessa  moscow  1930  shepherd  kostya  potekhin  utyosov  mistaken  international  concert  star  falls  love  anyuta  orlova  plays  cascade  comic  numbers  becomes  leader  jazz  band  gives  hilarious  show  music  hall  destined  perform  bolshoi  theatre
1207,valerie and her week of wonders,valerie and her week of wonders fantasy  adventure  drama valerie  czechoslovakian  teenager  living  grandmother  blossoming  womanhood  transformation  proves  secondary  effects  experiences  puts  pair  magic  earrings  seeing  world  around  different  light  must  endure  sexual  awakening  attempting  discern  reality  fantasy  encounters  lecherous  priest  gracian  vampire  like  stranger  otherworldly  carnival  folk
1208,patient seven,patient seven thriller  horror film  centers  dr  marcus  renowned  psychiatrist  selected  6  severe  mentally  ill  dangerous  patients  spring  valley  mental  hospital  interview  part  research  new  book  interviews  patient  one  horrors  committed  begin  unfold  however  soon  learns  ties  together  seven
1209,killa,killa  11  year  old  boy  struggles  cope  death  father  trying  make  new  friends  unfamiliar  place  mother  gets  job  transfer
1210,summer in tyrol,summer in tyrol music  comedy  family summer  tyrol  danish  sommer  1964  comedy  film  directed  erik  balling  starring  dirch  passer
1211,n: the madness of reason,n: the madness of reason documentary n  recounts  story  frenchman  raymond  borremans  left  europe  africa  mid  20th  century  devoted  life  creation  first  encyclopaedia  world  dreaming  eternal  recognition  died  however  reached  letter  incomplete  restless  spirit  drifts  around  west  caught  death  past  present  tries  complete  unfinished  task  beyond  visually  musically  truly  striking  film  multi  layered  audio  visual  symphony  great  narrative  richness  hovering  dream  reality  magical  plays  confrontation  western  mind  african  spirituality
1212,vampire in venice,vampire in venice horror professor  paris  catalano  visits  venice  investigate  last  known  appearance  famous  vampire  nosferatu  carnival  1786
1213,the garden of women,the garden of women drama student  woman  university  takes  controversial  action  school  old  fashioned  doctrines
1214,syksyllä kaikki on toisin,syksyllä kaikki on toisin  small  finnish  town  bank  manager  gets  caught  midst  local  politics  dire  effects  family
1215,scooby-doo and the ghoul school,scooby-doo and the ghoul school tv movie  animation  family scooby  shaggy  scrappy  doo  way  miss  grimwood  finishing  school  girls  hired  gym  teachers  however  find  actually  girl  ghouls
1216,splinters,splinters horror  thriller  documentary film  ten  ukazuje  kilka  dni  z  życia  trojga  młodych  mieszkańców  jednego  ze  śląskich  miast  marta  planuje  ślub  robert  żyje  sobotnim  meczem  ukochanego  klubu  bartek  właśnie  kończy  studia  ich  życie  jest  uporządkowane  przewidywalne  każdemu  bohaterów  przydarzy  się  jednak  coś  co  każe  mu  poważnie  zastanowić  nad  dotychczasowym  sposobem  myślenia  sobie  swojej  przyszłości
1217,american honey,american honey drama teenage  girl  nothing  lose  joins  traveling  magazine  sales  crew  gets  caught  whirlwind  hard  partying  law  bending  young  love  criss  crosses  midwest  band  misfits
1218,orpheus,orpheus drama  fantasy  romance café  des  poètes  paris  fight  breaks  poet  orphée  jean  marais  group  resentful  upstarts  rival  cègeste  edouard  dermit  )   killed  mysterious  princess  maría  casares  insists  taking  orpheus  body  away  rolls  royce  soon  finds  underworld  announces  fact  death  escapes  car  back  land  living  become  obsessed  radio  film  central  part  cocteau  orphic  trilogy  consists  blood  1930  1950  testament  1960  ).
1219,spymate,spymate adventure  comedy amelia  young  genius  daughter  top  secret  agent  unknowingly  invents  contraption  makes  target  evil  scientist
1220,nothing underneath,nothing underneath thriller  mystery  horror  crime thriller  milan  italy  serial  killer  uses  scissors  assassinate  top  models  yellowstone  park  ranger  usa  arrives  city  protect  sister  vanished  guy  meet  lot  people  know  sometimes  dangerous  world  international  jet  set  soon  search  ...
1221,a star athlete,a star athlete drama  comedy college  military  training  exercises  bond  two  friends  athletic  rivals  tested  one  becomes  involved  woman  may  prostitute
1222,enter nowhere,enter nowhere mystery  science fiction  thriller three  strangers  arrive  one  mysterious  cabin  middle  nowhere  enduring  separate  life  altering  predicaments  searching  way  woods  frustrated  hungry  battling  stay  warm  discover  connection  realize  order  get  alive
1223,narc,narc action  crime  drama  thriller undercover  narc  dies  investigation  stalls  detroit  p  brings  back  nick  tellis  fired  18  months  ago  stray  bullet  hits  pregnant  woman  teams  henry  oak  friend  dead  aggressive  cop  constantly  scrutiny  internal  affairs  follow  leads  informants  turn
1224,"kill baby, kill","kill baby, kill horror  mystery  thriller 18th  century  european  village  haunted  ghost  murderous  little  girl"
1225,"east, west, east: the final sprint","east, west, east: the final sprint drama  comedy amateur  cycling  team  albania  heads  france  take  part  tournament  discover  way  revolution  broken  back  home"
1226,"skatetown, u.s.a.","skatetown, u.s.a. comedy street  gang  leader  challenges  handsome  young  skater  championship  contest  local  roller  disco  rink"
1227,bud abbott and lou costello in hollywood,bud abbott and lou costello in hollywood comedy two  bumbling  barbers  act  agents  talented  unknown  singer  stage  phony  murder  order  get  plum  role
1228,man exposed,man exposed comedy  drama story  priest  considers  rebel  suddenly  asked  run  bishop  turku
1229,ten,ten drama visual  social  examination  form  ten  conversations  driving  woman  various  pick  ups  hitchhikers
1230,blow-up,blow-up drama  mystery  thriller successful  mod  photographer  london  whose  world  bounded  fashion  pop  music  marijuana  easy  sex  feels  life  boring  despairing  course  single  day  accidentally  captures  film  commission  murder  fact  photographed  occur  studies  blows  negatives  uncovering  details  blowing  smaller  elements  finally  putting  puzzle  together
1231,when i will become a giant,when i will become a giant romance  family inspired  edmond  rostand  play  cyrano  de  bergerac  8th  grader  petya  kopeykin  tries  prove  everyone  bravery  honor  still  exist  today  world
1232,princes and princesses,princes and princesses fantasy  animation  drama  science fiction  romance  foreign  family  comedy fantastic  different  world  love
1233,3 türken und ein baby,3 türken und ein baby comedy yildiz  brothers  celal  sami  mesut  still  live  one  roof  despite  differences  family  bridal  shop  really  badly  yearn  different  life  heartthrob  pines  ex  girlfriend  anna  risks  every  last  cent  inheritance  dream  mobile  phone  searching  true  love  ruins  blind  date  anger  mis  management  youngest  three  tries  combine  cool  music  career  strict  adherence  koran  sweet  little  baby  comes  careering  lives  nothing  young  turkish  bachelors  given  crash  course  responsibility
1234,love ke liye kuch bhi karega,love ke liye kuch bhi karega comedy three  slackers  living  india  whose  names  prakash  harry  rahul  live  conman  like  lifestyle  love  landlord  daughter  since  poor  paid  several  months  father  refuses  permit  marry  sonia  marries  set  law  give  money  take  part  family  business  hits  upon  plan  abduct  demand  hefty  ransom  pocket  open  meets  together  convince  agrees  accordingly  kidnapped  dad  asked  pay  problem  abducted  real  kidnappers
1235,resurrecting hassan,resurrecting hassan documentary traces  lives  hartings  blind  montreal  family  three  make  living  singing  city  subway  stations  lost  sighted  child  hassan  tragic  drowning  accident  since  turned  teachings  russian  mystic  grigori  grabovoi  hoping  resurrect  son  resurrecting  exploration  legacy  grief  tragedy  abuse  film  follow  path  redemption
1236,the intruders,the intruders thriller traumatic  loss  mother  teenaged  girl  tries  uncover  dark  secrets  behind  new  home  spite  father  disbelief
1237,rush: time machine,rush: time machine music rush  time  machine  shows  2010  2011  one  anticipated  tours  ever  celebrating  30  years  since  1981  release  classic  bestselling  album  moving  pictures  band  performed  entire  live  first  centrepiece  concerts  also  featured  favourite  tracks  across  lengthy  career  two  new  songs  expected  feature  next  studio
1238,just pals,just pals drama  western engaging  adventure  character  study  one  john  ford  best  bim  buck  jones  seems  town  biggest  loser  takes  needy  13  year  old  boy  named  bill  george  stone  wing  may  hope  learning  young  teacher  mary  helen  ferguson  )   secretly  adores  helps  get  school  repay  loan  defaulted  shifty  boyfriend  william  buckley  becomes  evident  reform  plot  captivating  film  twist  turns  stakes  higher  action  gets  intense  bounds  upward
1239,skeleton man,skeleton man horror  action  thriller co  ed  group  special  forces  agents  search  wilderness  predator  type  creature  killing  spree
1240,the princess diaries,the princess diaries comedy  family  romance socially  awkward  bright  15  year  old  girl  raised  single  mom  discovers  princess  small  european  country  recent  death  long  absent  father  unknown  crown  prince  genovia  must  make  choice  continuing  life  san  francisco  teen  stepping  throne
1241,you can't run away from it,you can't run away from it romance  comedy  music reporter  stumbles  runaway  heiress  whose  story  could  salvage  career
1242,the enemy,the enemy drama  war  mystery enemy  serbian  neprijatelj  film  made  co  production  serbia  republic  minority  producer  croatia  hungary  shot  location  mount  kozara  belgrade  year  1995  7  day  dayton  peace  agreement  engineer  units  cleared  border  federation  bosnia  herzegovina  soldier  carries  trauma  war  experience  one  faced  fears  way  someones  tend  self  destruction  others  happy  alive  ...
1243,mindwarp,mindwarp horror  science fiction  thriller revolting  mutants  hunt  human  outcasts  underground  fighters  bruce  campbell  marta  alicia  future  world  mind  control
1244,big bad mama,big bad mama action  comedy  crime  drama mama  daughters  get  forced  circumstances  bootlegging  bank  robbing  travel  across  country  trailed  law
1245,jimmy p.,jimmy p. drama adapted  1951  non  fiction  account  psychoanalyst  georges  devereux  “  psychotherapy  plains  indian   ”  film  follows  true  story  picard  del  toro  )   blackfeet  nation  returns  wwii  begins  experiencing  unexplainable  symptoms  shortly  thereafter  travels  famous  winter  hospital  topeka  kansas  meets  amalric  thus  beginning  professional  personal  friendship  guided  compassion  understanding  native  american  culture
1246,vampyres,vampyres horror  thriller lesbian  vampire  couple  haunt  abandoned  castle  english  country  side  around  prey  passing  motorists  seduce  murder
1247,final voyage,final voyage drama  action restored  former  glory  nostalgic  cruise  ship  repeats  tragic  past  ...
1248,love on the run,love on the run comedy  drama  romance antoine  doinel  thirty  divorces  christine  proofreader  love  sabine  record  seller  colette  teenager  lawyer  buys  first  published  autobiographical  novel  meet  station  ...
1249,hang 'em high,hang 'em high western marshall  jed  cooper  survives  hanging  vowing  revenge  lynch  mob  left  dangling  carry  oath  vengeance  returns  former  job  lawman  long  caught  nine  men  hit  list  starts  dispensing  brand  wild  west  justice
1250,feiern,feiern  film  features  people  berlin  electronic  dance  music  scenes  primarily  house  techno  especially  “  minimal  ”  sub  ).  majority  consists  footage  individual  interviews  cut  interpolated  together  create  narratives  around  certain  themes  drugs  love  addiction  friendship  sexuality  among  interviewees  djs  bouncers  bartenders  partygoers
1251,dr. monica,dr. monica drama prominent  new  york  doctor  kay  francis  )   unable  child  discovers  philandering  husband  warren  william  impregnated  best  friend  jean  muir  ).  director  keighley  1934  melodrama  also  stars  verree  teasdale  emma  dunn  phillip  reed  louise  beavers  ann  shoemaker
1252,healing,healing drama viktor  kahdem  man  almost  given  life  sentenced  low  security  prison  farm  completely  non  threatening  environment  still  felt  individuals  reformed  wron  case  worker  matt  perry  established  unique  program  rehabilitate  broken  men  giving  responsibility  rehabilitation  injured  raptors  beautiful  fearsome  proud  eagles  falcons  owls  odds  takes  number  one  test  introducing  yasmine  majestic  wedge  tailed  eagle  2  metre  wingspan  two  tame  anything  possible
1253,for the boys,"for the boys music  drama help  singer  dancer  dixie  leonhard  us  entertainer  eddie  sparks  wants  bring  fun  soldiers  world  war  ii  becoming  perfect  team  tour  north  africa  pacific  act  boys  "".  later  continue  work  author  silver  gets  involved  mccarthy  campaign  fired  turns  away"
1254,candyman: day of the dead,candyman: day of the dead fantasy  horror candyman  returns  try  convince  female  descendent  artist  join  legendary  figure  end  frames  series  hideous  murders  friends  associates  nowhere  else  turn
1255,the devil is a woman,the devil is a woman comedy  drama  romance carnival  spain  beginning  twentieth  century  exiled  republican  antonio  galvan  comes  paris  masquerade  enjoy  party  visit  friend  capt  pasqual  pasqualito  costelar  however  flirts  mysterious  concha  perez  schedule  meet  later  meets  old  discloses  frustrated  relationship  promiscuous  greedy  mother  life  ruined  obsession  beautiful  demimondaine  makes  promise  would  see  seduces  long  friendship  disrupted
1256,the glamorous life of sachiko hanai,the glamorous life of sachiko hanai fantasy  drama  comedy  foreign glamorous  life  sachiko  hanai  pink  film  japanese  softcore  pornography  genre  ).  emi  kuroda  call  girl  one  day  caught  gunfight  shot  forehead  instead  killing  bullet  head  gives  psychic  powers  also  accidentally  comes  possession  cylinder  containing  george  w  bush  finger  whose  fingerprint  designed  launch  nuclear  missile  international  spies  soon  chasing  written  kooji_kabuto  yahoo  com
1257,donkey x,donkey x family  adventure  animation donkey  rucio  tells  true  story  quixote  defends  idea  insane  intelligent  passionate  enthusiastic  fellow
